MTU;Biomass;Fossil Brown coal/Lignite;Fossil Coal-derived gas;Fossil Gas;Fossil Hard coal;Fossil Oil;Fossil Oil shale;Fossil Peat;Geothermal;Hydro Pumped Storage;Hydro Pumped Storage.1;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Other renewable;Solar;Waste;Wind Offshore;Wind Onshore;start;end;start_datetime;start_unix_timestamp;end_datetime;end_unix_timestamp
20:00 - 20:15;4514.0;6036.0;;4921.0;1156.0;552.0;;;20.0;6960.0;13.0;1695.0;367.0;;;166.0;62.0;75.0;482.0;3066.0;11414.0;20:00;20:15;2024-04-12 20:00:00+02:00;1712944800.0;2024-04-12 20:15:00+02:00;1712945700.0
20:15 - 20:30;4515.0;5873.0;;4895.0;1153.0;552.0;;;20.0;6901.0;13.0;1690.0;374.0;;;166.0;62.0;9.0;481.0;2872.0;11400.0;20:15;20:30;2024-04-12 20:15:00+02:00;1712945700.0;2024-04-12 20:30:00+02:00;1712946600.0
20:30 - 20:45;4504.0;5641.0;;4880.0;1149.0;552.0;;;20.0;6892.0;13.0;1688.0;381.0;;;166.0;62.0;1.0;477.0;2781.0;11523.0;20:30;20:45;2024-04-12 20:30:00+02:00;1712946600.0;2024-04-12 20:45:00+02:00;1712947500.0
20:45 - 21:00;4494.0;5484.0;;4879.0;1148.0;550.0;;;20.0;6425.0;11.0;1688.0;251.0;;;166.0;62.0;0.0;473.0;2760.0;11800.0;20:45;21:00;2024-04-12 20:45:00+02:00;1712947500.0;2024-04-12 21:00:00+02:00;1712948400.0
21:00 - 21:15;4479.0;5326.0;;4773.0;1056.0;411.0;;;20.0;7378.0;4.0;1690.0;216.0;;;160.0;62.0;0.0;481.0;3023.0;12082.0;21:00;21:15;2024-04-12 21:00:00+02:00;1712948400.0;2024-04-12 21:15:00+02:00;1712949300.0
21:15 - 21:30;4476.0;5175.0;;4747.0;1031.0;372.0;;;20.0;6881.0;2.0;1689.0;82.0;;;154.0;62.0;0.0;479.0;3088.0;12066.0;21:15;21:30;2024-04-12 21:15:00+02:00;1712949300.0;2024-04-12 21:30:00+02:00;1712950200.0
21:30 - 21:45;4429.0;5080.0;;4754.0;1041.0;372.0;;;20.0;5064.0;91.0;1688.0;63.0;;;154.0;62.0;0.0;481.0;3079.0;12290.0;21:30;21:45;2024-04-12 21:30:00+02:00;1712950200.0;2024-04-12 21:45:00+02:00;1712951100.0
21:45 - 22:00;4417.0;5118.0;;4471.0;1024.0;372.0;;;20.0;3420.0;260.0;1684.0;49.0;;;154.0;62.0;0.0;480.0;3156.0;12330.0;21:45;22:00;2024-04-12 21:45:00+02:00;1712951100.0;2024-04-12 22:00:00+02:00;1712952000.0
22:00 - 22:15;4391.0;5222.0;;4468.0;994.0;372.0;;;20.0;6167.0;49.0;1685.0;46.0;;;154.0;62.0;0.0;484.0;3316.0;12379.0;22:00;22:15;2024-04-12 22:00:00+02:00;1712952000.0;2024-04-12 22:15:00+02:00;1712952900.0
22:15 - 22:30;4395.0;5249.0;;4674.0;980.0;372.0;;;20.0;4004.0;209.0;1690.0;35.0;;;154.0;62.0;0.0;491.0;3359.0;12507.0;22:15;22:30;2024-04-12 22:15:00+02:00;1712952900.0;2024-04-12 22:30:00+02:00;1712953800.0
22:30 - 22:45;4352.0;5213.0;;4578.0;980.0;372.0;;;20.0;3418.0;282.0;1695.0;34.0;;;154.0;62.0;0.0;484.0;3287.0;12741.0;22:30;22:45;2024-04-12 22:30:00+02:00;1712953800.0;2024-04-12 22:45:00+02:00;1712954700.0
22:45 - 23:00;4333.0;5183.0;;4243.0;959.0;372.0;;;20.0;2222.0;461.0;1701.0;32.0;;;154.0;62.0;0.0;484.0;3233.0;13070.0;22:45;23:00;2024-04-12 22:45:00+02:00;1712954700.0;2024-04-12 23:00:00+02:00;1712955600.0
23:00 - 23:15;4314.0;5171.0;;4029.0;929.0;372.0;;;20.0;2742.0;282.0;1705.0;65.0;;;154.0;62.0;0.0;483.0;3241.0;13395.0;23:00;23:15;2024-04-12 23:00:00+02:00;1712955600.0;2024-04-12 23:15:00+02:00;1712956500.0
23:15 - 23:30;4314.0;4897.0;;3889.0;920.0;372.0;;;20.0;1326.0;257.0;1709.0;51.0;;;154.0;62.0;0.0;480.0;3289.0;13459.0;23:15;23:30;2024-04-12 23:15:00+02:00;1712956500.0;2024-04-12 23:30:00+02:00;1712957400.0
23:30 - 23:45;4283.0;4439.0;;3782.0;920.0;372.0;;;20.0;952.0;545.0;1708.0;37.0;;;154.0;62.0;0.0;482.0;3404.0;13517.0;23:30;23:45;2024-04-12 23:30:00+02:00;1712957400.0;2024-04-12 23:45:00+02:00;1712958300.0
23:45 - 00:00;4277.0;3798.0;;3567.0;919.0;372.0;;;20.0;1037.0;1405.0;1711.0;34.0;;;154.0;62.0;0.0;481.0;3614.0;13635.0;23:45;00:00;2024-04-12 23:45:00+02:00;1712958300.0;2024-04-12 00:00:00+02:00;1712872800.0
00:00 - 00:15;4261.0;3519.0;;3180.0;912.0;375.0;;;20.0;2933.0;415.0;1713.0;54.0;;;154.0;58.0;0.0;485.0;3895.0;13837.0;00:00;00:15;2024-04-13 00:00:00+02:00;1712959200.0;2024-04-13 00:15:00+02:00;1712960100.0
00:15 - 00:30;4253.0;3451.0;;2970.0;898.0;375.0;;;20.0;1881.0;480.0;1715.0;71.0;;;154.0;58.0;0.0;484.0;4140.0;14029.0;00:15;00:30;2024-04-13 00:15:00+02:00;1712960100.0;2024-04-13 00:30:00+02:00;1712961000.0
00:30 - 00:45;4237.0;3432.0;;2952.0;899.0;375.0;;;20.0;992.0;716.0;1714.0;121.0;;;155.0;58.0;0.0;485.0;4385.0;14212.0;00:30;00:45;2024-04-13 00:30:00+02:00;1712961000.0;2024-04-13 00:45:00+02:00;1712961900.0
00:45 - 01:00;4243.0;3450.0;;2808.0;898.0;375.0;;;20.0;503.0;921.0;1714.0;62.0;;;155.0;58.0;0.0;483.0;4371.0;14450.0;00:45;01:00;2024-04-13 00:45:00+02:00;1712961900.0;2024-04-13 01:00:00+02:00;1712962800.0
01:00 - 01:15;4241.0;3341.0;;2699.0;895.0;375.0;;;20.0;328.0;1130.0;1714.0;172.0;;;155.0;58.0;0.0;484.0;4671.0;14718.0;01:00;01:15;2024-04-13 01:00:00+02:00;1712962800.0;2024-04-13 01:15:00+02:00;1712963700.0
01:15 - 01:30;4244.0;3287.0;;2625.0;899.0;375.0;;;20.0;189.0;2340.0;1715.0;134.0;;;154.0;58.0;0.0;483.0;4758.0;14940.0;01:15;01:30;2024-04-13 01:15:00+02:00;1712963700.0;2024-04-13 01:30:00+02:00;1712964600.0
01:30 - 01:45;4244.0;3300.0;;2602.0;896.0;375.0;;;20.0;181.0;2240.0;1715.0;107.0;;;154.0;58.0;0.0;483.0;4713.0;15038.0;01:30;01:45;2024-04-13 01:30:00+02:00;1712964600.0;2024-04-13 01:45:00+02:00;1712965500.0
01:45 - 02:00;4264.0;3377.0;;2595.0;917.0;375.0;;;20.0;181.0;2375.0;1721.0;64.0;;;154.0;58.0;0.0;482.0;4484.0;15048.0;01:45;02:00;2024-04-13 01:45:00+02:00;1712965500.0;2024-04-13 02:00:00+02:00;1712966400.0
02:00 - 02:15;4257.0;3424.0;;2600.0;912.0;375.0;;;20.0;418.0;1405.0;1724.0;172.0;;;154.0;58.0;0.0;487.0;4204.0;15238.0;02:00;02:15;2024-04-13 02:00:00+02:00;1712966400.0;2024-04-13 02:15:00+02:00;1712967300.0
02:15 - 02:30;4261.0;3478.0;;2624.0;933.0;375.0;;;20.0;348.0;1810.0;1725.0;72.0;;;154.0;58.0;0.0;486.0;4072.0;15481.0;02:15;02:30;2024-04-13 02:15:00+02:00;1712967300.0;2024-04-13 02:30:00+02:00;1712968200.0
02:30 - 02:45;4278.0;3559.0;;2607.0;933.0;375.0;;;20.0;354.0;2178.0;1724.0;66.0;;;154.0;58.0;0.0;483.0;3997.0;15563.0;02:30;02:45;2024-04-13 02:30:00+02:00;1712968200.0;2024-04-13 02:45:00+02:00;1712969100.0
02:45 - 03:00;4293.0;3607.0;;2624.0;924.0;375.0;;;20.0;227.0;2453.0;1720.0;65.0;;;154.0;58.0;0.0;482.0;4001.0;15810.0;02:45;03:00;2024-04-13 02:45:00+02:00;1712969100.0;2024-04-13 03:00:00+02:00;1712970000.0
03:00 - 03:15;4298.0;3589.0;;2616.0;910.0;375.0;;;20.0;245.0;1796.0;1719.0;106.0;;;154.0;58.0;0.0;476.0;4058.0;15792.0;03:00;03:15;2024-04-13 03:00:00+02:00;1712970000.0;2024-04-13 03:15:00+02:00;1712970900.0
03:15 - 03:30;4306.0;3604.0;;2635.0;911.0;375.0;;;20.0;127.0;1832.0;1720.0;101.0;;;154.0;58.0;0.0;477.0;4114.0;15749.0;03:15;03:30;2024-04-13 03:15:00+02:00;1712970900.0;2024-04-13 03:30:00+02:00;1712971800.0
03:30 - 03:45;4326.0;3658.0;;2657.0;892.0;375.0;;;20.0;61.0;1909.0;1716.0;71.0;;;154.0;58.0;0.0;475.0;4214.0;15754.0;03:30;03:45;2024-04-13 03:30:00+02:00;1712971800.0;2024-04-13 03:45:00+02:00;1712972700.0
03:45 - 04:00;4345.0;3680.0;;2662.0;838.0;375.0;;;20.0;88.0;1911.0;1714.0;69.0;;;154.0;58.0;0.0;481.0;4362.0;15897.0;03:45;04:00;2024-04-13 03:45:00+02:00;1712972700.0;2024-04-13 04:00:00+02:00;1712973600.0
04:00 - 04:15;4352.0;3640.0;;2679.0;833.0;375.0;;;20.0;104.0;1993.0;1707.0;64.0;;;154.0;58.0;0.0;482.0;4471.0;15926.0;04:00;04:15;2024-04-13 04:00:00+02:00;1712973600.0;2024-04-13 04:15:00+02:00;1712974500.0
04:15 - 04:30;4371.0;3633.0;;2659.0;835.0;375.0;;;20.0;123.0;2020.0;1712.0;65.0;;;154.0;58.0;0.0;482.0;4582.0;15798.0;04:15;04:30;2024-04-13 04:15:00+02:00;1712974500.0;2024-04-13 04:30:00+02:00;1712975400.0
04:30 - 04:45;4395.0;3624.0;;2632.0;831.0;383.0;;;20.0;260.0;1987.0;1711.0;86.0;;;154.0;58.0;0.0;478.0;4833.0;15710.0;04:30;04:45;2024-04-13 04:30:00+02:00;1712975400.0;2024-04-13 04:45:00+02:00;1712976300.0
04:45 - 05:00;4407.0;3612.0;;2596.0;832.0;475.0;;;20.0;282.0;1986.0;1706.0;88.0;;;154.0;58.0;0.0;478.0;5049.0;15612.0;04:45;05:00;2024-04-13 04:45:00+02:00;1712976300.0;2024-04-13 05:00:00+02:00;1712977200.0
05:00 - 05:15;4424.0;3619.0;;2619.0;820.0;478.0;;;20.0;236.0;1848.0;1706.0;86.0;;;154.0;58.0;0.0;478.0;5040.0;15706.0;05:00;05:15;2024-04-13 05:00:00+02:00;1712977200.0;2024-04-13 05:15:00+02:00;1712978100.0
05:15 - 05:30;4438.0;3561.0;;2592.0;813.0;478.0;;;20.0;321.0;1410.0;1707.0;87.0;;;154.0;58.0;0.0;480.0;5015.0;15784.0;05:15;05:30;2024-04-13 05:15:00+02:00;1712978100.0;2024-04-13 05:30:00+02:00;1712979000.0
05:30 - 05:45;4456.0;3559.0;;2637.0;813.0;478.0;;;20.0;515.0;1204.0;1706.0;89.0;;;154.0;58.0;0.0;480.0;5008.0;15903.0;05:30;05:45;2024-04-13 05:30:00+02:00;1712979000.0;2024-04-13 05:45:00+02:00;1712979900.0
05:45 - 06:00;4477.0;3538.0;;2647.0;812.0;478.0;;;20.0;668.0;1142.0;1703.0;98.0;;;154.0;58.0;0.0;485.0;4977.0;15869.0;05:45;06:00;2024-04-13 05:45:00+02:00;1712979900.0;2024-04-13 06:00:00+02:00;1712980800.0
06:00 - 06:15;4495.0;3411.0;;2644.0;830.0;478.0;;;20.0;1901.0;931.0;1697.0;65.0;;;154.0;58.0;9.0;483.0;5047.0;16275.0;06:00;06:15;2024-04-13 06:00:00+02:00;1712980800.0;2024-04-13 06:15:00+02:00;1712981700.0
06:15 - 06:30;4513.0;3359.0;;2620.0;825.0;478.0;;;20.0;1580.0;836.0;1694.0;60.0;;;154.0;63.0;49.0;486.0;4767.0;16421.0;06:15;06:30;2024-04-13 06:15:00+02:00;1712981700.0;2024-04-13 06:30:00+02:00;1712982600.0
06:30 - 06:45;4521.0;3375.0;;2643.0;826.0;478.0;;;20.0;2482.0;724.0;1693.0;96.0;;;154.0;63.0;257.0;484.0;4482.0;16602.0;06:30;06:45;2024-04-13 06:30:00+02:00;1712982600.0;2024-04-13 06:45:00+02:00;1712983500.0
06:45 - 07:00;4535.0;3370.0;;2634.0;834.0;477.0;;;20.0;2429.0;645.0;1695.0;84.0;;;154.0;63.0;913.0;480.0;4265.0;16467.0;06:45;07:00;2024-04-13 06:45:00+02:00;1712983500.0;2024-04-13 07:00:00+02:00;1712984400.0
07:00 - 07:15;4544.0;3262.0;;2464.0;853.0;384.0;;;20.0;2270.0;529.0;1695.0;134.0;;;145.0;63.0;1935.0;483.0;4505.0;15887.0;07:00;07:15;2024-04-13 07:00:00+02:00;1712984400.0;2024-04-13 07:15:00+02:00;1712985300.0
07:15 - 07:30;4558.0;3165.0;;2455.0;858.0;375.0;;;20.0;1921.0;495.0;1701.0;73.0;;;143.0;63.0;3275.0;477.0;4412.0;15491.0;07:15;07:30;2024-04-13 07:15:00+02:00;1712985300.0;2024-04-13 07:30:00+02:00;1712986200.0
07:30 - 07:45;4547.0;3084.0;;2458.0;857.0;375.0;;;20.0;2243.0;911.0;1704.0;46.0;;;143.0;63.0;5019.0;483.0;4269.0;14834.0;07:30;07:45;2024-04-13 07:30:00+02:00;1712986200.0;2024-04-13 07:45:00+02:00;1712987100.0
07:45 - 08:00;4551.0;3053.0;;2448.0;857.0;375.0;;;20.0;1941.0;1035.0;1711.0;41.0;;;143.0;63.0;7070.0;475.0;4111.0;14245.0;07:45;08:00;2024-04-13 07:45:00+02:00;1712987100.0;2024-04-13 08:00:00+02:00;1712988000.0
08:00 - 08:15;4548.0;2985.0;;2224.0;879.0;375.0;;;20.0;2619.0;575.0;1718.0;72.0;;;143.0;63.0;9282.0;480.0;3964.0;13628.0;08:00;08:15;2024-04-13 08:00:00+02:00;1712988000.0;2024-04-13 08:15:00+02:00;1712988900.0
08:15 - 08:30;4550.0;2944.0;;2226.0;882.0;375.0;;;20.0;1576.0;624.0;1725.0;40.0;;;143.0;63.0;11564.0;480.0;3702.0;12824.0;08:15;08:30;2024-04-13 08:15:00+02:00;1712988900.0;2024-04-13 08:30:00+02:00;1712989800.0
08:30 - 08:45;4524.0;2883.0;;2234.0;885.0;375.0;;;20.0;864.0;983.0;1736.0;37.0;;;143.0;63.0;14062.0;478.0;3432.0;11911.0;08:30;08:45;2024-04-13 08:30:00+02:00;1712989800.0;2024-04-13 08:45:00+02:00;1712990700.0
08:45 - 09:00;4514.0;2780.0;;2222.0;888.0;375.0;;;20.0;503.0;2247.0;1743.0;47.0;;;143.0;63.0;16271.0;470.0;3110.0;11480.0;08:45;09:00;2024-04-13 08:45:00+02:00;1712990700.0;2024-04-13 09:00:00+02:00;1712991600.0
09:00 - 09:15;4495.0;2606.0;;2146.0;899.0;375.0;;;20.0;2039.0;856.0;1747.0;78.0;;;143.0;63.0;18516.0;479.0;3151.0;11565.0;09:00;09:15;2024-04-13 09:00:00+02:00;1712991600.0;2024-04-13 09:15:00+02:00;1712992500.0
09:15 - 09:30;4500.0;2570.0;;2136.0;889.0;375.0;;;20.0;607.0;2769.0;1753.0;35.0;;;143.0;63.0;21020.0;486.0;2987.0;11739.0;09:15;09:30;2024-04-13 09:15:00+02:00;1712992500.0;2024-04-13 09:30:00+02:00;1712993400.0
09:30 - 09:45;4457.0;2586.0;;2133.0;892.0;375.0;;;20.0;68.0;4511.0;1756.0;35.0;;;143.0;63.0;23435.0;492.0;2954.0;11751.0;09:30;09:45;2024-04-13 09:30:00+02:00;1712993400.0;2024-04-13 09:45:00+02:00;1712994300.0
09:45 - 10:00;4437.0;2557.0;;2128.0;894.0;375.0;;;20.0;70.0;5131.0;1764.0;79.0;;;143.0;63.0;25654.0;488.0;2951.0;10818.0;09:45;10:00;2024-04-13 09:45:00+02:00;1712994300.0;2024-04-13 10:00:00+02:00;1712995200.0
10:00 - 10:15;4424.0;2598.0;;2119.0;898.0;375.0;;;20.0;1644.0;1303.0;1777.0;218.0;;;143.0;63.0;27881.0;488.0;2648.0;10966.0;10:00;10:15;2024-04-13 10:00:00+02:00;1712995200.0;2024-04-13 10:15:00+02:00;1712996100.0
10:15 - 10:30;4419.0;2602.0;;2121.0;889.0;375.0;;;20.0;514.0;2926.0;1781.0;134.0;;;143.0;63.0;29689.0;486.0;2354.0;11402.0;10:15;10:30;2024-04-13 10:15:00+02:00;1712996100.0;2024-04-13 10:30:00+02:00;1712997000.0
10:30 - 10:45;4378.0;2574.0;;2130.0;874.0;375.0;;;20.0;95.0;3944.0;1763.0;38.0;;;143.0;63.0;31056.0;488.0;2275.0;11588.0;10:30;10:45;2024-04-13 10:30:00+02:00;1712997000.0;2024-04-13 10:45:00+02:00;1712997900.0
10:45 - 11:00;4360.0;2563.0;;2121.0;874.0;375.0;;;20.0;4.0;5052.0;1690.0;28.0;;;143.0;63.0;32343.0;490.0;2220.0;11852.0;10:45;11:00;2024-04-13 10:45:00+02:00;1712997900.0;2024-04-13 11:00:00+02:00;1712998800.0
11:00 - 11:15;4350.0;2569.0;;2039.0;871.0;375.0;;;20.0;2.0;4287.0;1682.0;81.0;;;143.0;63.0;33402.0;483.0;1783.0;11922.0;11:00;11:15;2024-04-13 11:00:00+02:00;1712998800.0;2024-04-13 11:15:00+02:00;1712999700.0
11:15 - 11:30;4334.0;2565.0;;2077.0;879.0;375.0;;;20.0;2.0;6107.0;1685.0;63.0;;;143.0;63.0;34244.0;483.0;1715.0;12017.0;11:15;11:30;2024-04-13 11:15:00+02:00;1712999700.0;2024-04-13 11:30:00+02:00;1713000600.0
11:30 - 11:45;4298.0;2536.0;;2076.0;883.0;375.0;;;20.0;2.0;6193.0;1687.0;82.0;;;143.0;63.0;34988.0;483.0;1461.0;11779.0;11:30;11:45;2024-04-13 11:30:00+02:00;1713000600.0;2024-04-13 11:45:00+02:00;1713001500.0
11:45 - 12:00;4294.0;2562.0;;2073.0;876.0;375.0;;;20.0;2.0;6218.0;1688.0;109.0;;;143.0;63.0;35702.0;481.0;1251.0;11642.0;11:45;12:00;2024-04-13 11:45:00+02:00;1713001500.0;2024-04-13 12:00:00+02:00;1713002400.0
12:00 - 12:15;4267.0;2538.0;;2052.0;880.0;375.0;;;20.0;2.0;6570.0;1517.0;104.0;;;143.0;63.0;36089.0;482.0;1476.0;12020.0;12:00;12:15;2024-04-13 12:00:00+02:00;1713002400.0;2024-04-13 12:15:00+02:00;1713003300.0
12:15 - 12:30;4257.0;2533.0;;2057.0;888.0;375.0;;;20.0;2.0;6813.0;1467.0;60.0;;;143.0;63.0;36442.0;480.0;1331.0;11989.0;12:15;12:30;2024-04-13 12:15:00+02:00;1713003300.0;2024-04-13 12:30:00+02:00;1713004200.0
12:30 - 12:45;4242.0;2528.0;;2076.0;879.0;375.0;;;20.0;47.0;7034.0;1465.0;94.0;;;143.0;63.0;36731.0;480.0;1282.0;11362.0;12:30;12:45;2024-04-13 12:30:00+02:00;1713004200.0;2024-04-13 12:45:00+02:00;1713005100.0
12:45 - 13:00;4245.0;2547.0;;2086.0;875.0;375.0;;;20.0;2.0;7026.0;1462.0;108.0;;;143.0;63.0;36849.0;479.0;1319.0;10635.0;12:45;13:00;2024-04-13 12:45:00+02:00;1713005100.0;2024-04-13 13:00:00+02:00;1713006000.0
13:00 - 13:15;4236.0;2534.0;;2113.0;864.0;375.0;;;20.0;2.0;7018.0;1423.0;93.0;;;143.0;63.0;36806.0;474.0;1339.0;10418.0;13:00;13:15;2024-04-13 13:00:00+02:00;1713006000.0;2024-04-13 13:15:00+02:00;1713006900.0
13:15 - 13:30;4231.0;2547.0;;2106.0;858.0;375.0;;;20.0;2.0;7313.0;1371.0;116.0;;;143.0;63.0;36511.0;476.0;1313.0;10414.0;13:15;13:30;2024-04-13 13:15:00+02:00;1713006900.0;2024-04-13 13:30:00+02:00;1713007800.0
13:30 - 13:45;4216.0;2599.0;;2089.0;861.0;375.0;;;20.0;2.0;6751.0;1357.0;155.0;;;143.0;63.0;36186.0;476.0;1331.0;9637.0;13:30;13:45;2024-04-13 13:30:00+02:00;1713007800.0;2024-04-13 13:45:00+02:00;1713008700.0
13:45 - 14:00;4214.0;2730.0;;2101.0;852.0;375.0;;;20.0;2.0;6834.0;1358.0;148.0;;;143.0;63.0;35691.0;479.0;1442.0;8947.0;13:45;14:00;2024-04-13 13:45:00+02:00;1713008700.0;2024-04-13 14:00:00+02:00;1713009600.0
14:00 - 14:15;4201.0;2737.0;;2073.0;850.0;375.0;;;20.0;33.0;6879.0;1354.0;154.0;;;143.0;63.0;34838.0;469.0;1495.0;9069.0;14:00;14:15;2024-04-13 14:00:00+02:00;1713009600.0;2024-04-13 14:15:00+02:00;1713010500.0
14:15 - 14:30;4200.0;2875.0;;2057.0;853.0;375.0;;;20.0;57.0;6798.0;1351.0;126.0;;;143.0;63.0;34152.0;464.0;1564.0;9221.0;14:15;14:30;2024-04-13 14:15:00+02:00;1713010500.0;2024-04-13 14:30:00+02:00;1713011400.0
14:30 - 14:45;4208.0;2972.0;;2065.0;854.0;375.0;;;20.0;29.0;6745.0;1349.0;26.0;;;143.0;63.0;33198.0;463.0;1554.0;9303.0;14:30;14:45;2024-04-13 14:30:00+02:00;1713011400.0;2024-04-13 14:45:00+02:00;1713012300.0
14:45 - 15:00;4209.0;2962.0;;2047.0;840.0;375.0;;;20.0;25.0;6738.0;1343.0;26.0;;;143.0;63.0;32282.0;459.0;1555.0;9945.0;14:45;15:00;2024-04-13 14:45:00+02:00;1713012300.0;2024-04-13 15:00:00+02:00;1713013200.0
15:00 - 15:15;4212.0;2983.0;;2038.0;848.0;375.0;;;20.0;31.0;6573.0;1338.0;31.0;;;143.0;63.0;30875.0;468.0;1424.0;9725.0;15:00;15:15;2024-04-13 15:00:00+02:00;1713013200.0;2024-04-13 15:15:00+02:00;1713014100.0
15:15 - 15:30;4234.0;2985.0;;2047.0;852.0;375.0;;;20.0;1.0;6754.0;1334.0;70.0;;;143.0;63.0;29714.0;473.0;1738.0;10365.0;15:15;15:30;2024-04-13 15:15:00+02:00;1713014100.0;2024-04-13 15:30:00+02:00;1713015000.0
15:30 - 15:45;4269.0;2974.0;;2057.0;858.0;375.0;;;20.0;1.0;6966.0;1331.0;66.0;;;143.0;63.0;28403.0;476.0;1927.0;11646.0;15:30;15:45;2024-04-13 15:30:00+02:00;1713015000.0;2024-04-13 15:45:00+02:00;1713015900.0
15:45 - 16:00;4285.0;2724.0;;2068.0;858.0;375.0;;;20.0;22.0;6714.0;1352.0;63.0;;;143.0;63.0;27095.0;478.0;2097.0;12890.0;15:45;16:00;2024-04-13 15:45:00+02:00;1713015900.0;2024-04-13 16:00:00+02:00;1713016800.0
16:00 - 16:15;4296.0;2478.0;;2048.0;868.0;375.0;;;20.0;0.0;6309.0;1551.0;36.0;;;143.0;63.0;25563.0;475.0;2307.0;12391.0;16:00;16:15;2024-04-13 16:00:00+02:00;1713016800.0;2024-04-13 16:15:00+02:00;1713017700.0
16:15 - 16:30;4303.0;2489.0;;2029.0;869.0;375.0;;;20.0;30.0;6549.0;1562.0;77.0;;;143.0;63.0;23874.0;456.0;2555.0;13569.0;16:15;16:30;2024-04-13 16:15:00+02:00;1713017700.0;2024-04-13 16:30:00+02:00;1713018600.0
16:30 - 16:45;4323.0;2494.0;;2041.0;877.0;375.0;;;20.0;65.0;6084.0;1555.0;76.0;;;143.0;63.0;21947.0;474.0;2767.0;14675.0;16:30;16:45;2024-04-13 16:30:00+02:00;1713018600.0;2024-04-13 16:45:00+02:00;1713019500.0
16:45 - 17:00;4339.0;2514.0;;2180.0;878.0;375.0;;;20.0;342.0;4484.0;1578.0;42.0;;;143.0;63.0;19986.0;476.0;2903.0;14997.0;16:45;17:00;2024-04-13 16:45:00+02:00;1713019500.0;2024-04-13 17:00:00+02:00;1713020400.0
17:00 - 17:15;4356.0;2557.0;;2188.0;891.0;375.0;;;20.0;141.0;5764.0;1631.0;30.0;;;143.0;63.0;18038.0;473.0;3314.0;14073.0;17:00;17:15;2024-04-13 17:00:00+02:00;1713020400.0;2024-04-13 17:15:00+02:00;1713021300.0
17:15 - 17:30;4383.0;2617.0;;2216.0;895.0;375.0;;;20.0;174.0;4827.0;1648.0;36.0;;;143.0;63.0;16004.0;473.0;3741.0;13853.0;17:15;17:30;2024-04-13 17:15:00+02:00;1713021300.0;2024-04-13 17:30:00+02:00;1713022200.0
17:30 - 17:45;4421.0;2693.0;;2325.0;896.0;375.0;;;20.0;524.0;3552.0;1662.0;40.0;;;143.0;63.0;13949.0;473.0;3931.0;13917.0;17:30;17:45;2024-04-13 17:30:00+02:00;1713022200.0;2024-04-13 17:45:00+02:00;1713023100.0
17:45 - 18:00;4448.0;2760.0;;2526.0;896.0;375.0;;;20.0;2286.0;2739.0;1657.0;56.0;;;143.0;63.0;11891.0;475.0;3733.0;13712.0;17:45;18:00;2024-04-13 17:45:00+02:00;1713023100.0;2024-04-13 18:00:00+02:00;1713024000.0
18:00 - 18:15;4459.0;2847.0;;2771.0;910.0;375.0;;;20.0;2801.0;1627.0;1655.0;66.0;;;143.0;63.0;9958.0;477.0;4692.0;13337.0;18:00;18:15;2024-04-13 18:00:00+02:00;1713024000.0;2024-04-13 18:15:00+02:00;1713024900.0
18:15 - 18:30;4484.0;2863.0;;2806.0;923.0;375.0;;;20.0;3999.0;1381.0;1655.0;65.0;;;143.0;67.0;7935.0;471.0;4945.0;12737.0;18:15;18:30;2024-04-13 18:15:00+02:00;1713024900.0;2024-04-13 18:30:00+02:00;1713025800.0
18:30 - 18:45;4497.0;2900.0;;2867.0;925.0;375.0;;;20.0;5156.0;827.0;1650.0;86.0;;;143.0;67.0;6149.0;473.0;4952.0;12601.0;18:30;18:45;2024-04-13 18:30:00+02:00;1713025800.0;2024-04-13 18:45:00+02:00;1713026700.0
18:45 - 19:00;4513.0;3011.0;;2936.0;929.0;375.0;;;20.0;5628.0;524.0;1650.0;140.0;;;143.0;67.0;4582.0;470.0;4753.0;12247.0;18:45;19:00;2024-04-13 18:45:00+02:00;1713026700.0;2024-04-13 19:00:00+02:00;1713027600.0
19:00 - 19:15;4511.0;3093.0;;3239.0;932.0;375.0;;;20.0;6745.0;437.0;1649.0;105.0;;;143.0;67.0;3183.0;470.0;4825.0;12049.0;19:00;19:15;2024-04-13 19:00:00+02:00;1713027600.0;2024-04-13 19:15:00+02:00;1713028500.0
19:15 - 19:30;4516.0;3222.0;;3251.0;927.0;375.0;;;20.0;7093.0;74.0;1649.0;136.0;;;143.0;67.0;2039.0;471.0;4740.0;11822.0;19:15;19:30;2024-04-13 19:15:00+02:00;1713028500.0;2024-04-13 19:30:00+02:00;1713029400.0
19:30 - 19:45;4531.0;3286.0;;3285.0;933.0;375.0;;;20.0;7732.0;71.0;1650.0;244.0;;;143.0;67.0;1144.0;473.0;4680.0;11846.0;19:30;19:45;2024-04-13 19:30:00+02:00;1713029400.0;2024-04-13 19:45:00+02:00;1713030300.0
19:45 - 20:00;4539.0;3394.0;;3366.0;932.0;375.0;;;20.0;7783.0;68.0;1655.0;204.0;;;147.0;67.0;448.0;470.0;4675.0;12296.0;19:45;20:00;2024-04-13 19:45:00+02:00;1713030300.0;2024-04-13 20:00:00+02:00;1713031200.0
